Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR2641635_bin.10	77.21	18.11	Neural Network (Specific Model)	11	0.882	106094	353.7059118236473	2397638	0.6	1996	34	598462	None
ERR2641635_bin.11	91.41	0.05	Neural Network (Specific Model)	11	0.841	11432	316.9450121654501	2319030	0.57	2055	267	44740	None
ERR2641635_bin.12	6.49	0.03	Neural Network (Specific Model)	11	0.891	19505	256.0982905982906	201172	0.53	234	19	64753	None
ERR2641635_bin.13	91.4	0.86	Neural Network (Specific Model)	11	0.907	63781	318.1881589618816	2590906	0.44	2466	61	171248	None
ERR2641635_bin.14	85.43	1.35	Gradient Boost (General Model)	11	0.883	23492	335.46811279826466	2622402	0.44	2305	175	83813	None
ERR2641635_bin.17	18.96	0.01	Neural Network (Specific Model)	11	0.906	106548	347.6179487179487	448467	0.62	390	11	123907	None
ERR2641635_bin.19	67.05	3.08	Neural Network (Specific Model)	11	0.882	4602	285.12513842746404	1749492	0.61	1806	432	49933	None
ERR2641635_bin.21	81.68	17.17	Neural Network (Specific Model)	11	0.895	6848	295.11933260790715	2722473	0.44	2757	518	30772	None
ERR2641635_bin.23	68.34	4.62	Neural Network (Specific Model)	11	0.882	34059	322.7	1710886	0.61	1560	81	71239	None
ERR2641635_bin.26	8.04	0.1	Neural Network (Specific Model)	11	0.857	7034	246.19272727272727	236263	0.45	275	40	25140	None
ERR2641635_bin.28	46.21	1.96	Gradient Boost (General Model)	11	0.888	3628	253.95404814004377	1173900	0.6	1371	360	11660	None
ERR2641635_bin.3	41.57	0.11	Neural Network (Specific Model)	11	0.898	213323	328.1653439153439	827252	0.59	756	5	274123	None
ERR2641635_bin.30	54.86	0.06	Gradient Boost (General Model)	11	0.93	3464	270.09090909090907	1003751	0.48	1155	319	12488	None
ERR2641635_bin.36	96.91	4.22	Neural Network (Specific Model)	11	0.89	78301	330.0358350236646	3284667	0.43	2958	79	389603	None
ERR2641635_bin.37	73.71	24.98	Neural Network (Specific Model)	11	0.899	26329	326.8800705467372	2470630	0.42	2268	158	73267	None
ERR2641635_bin.4	8.4	0.09	Neural Network (Specific Model)	11	0.86	31502	273.4297872340426	223285	0.48	235	16	43873	None
ERR2641635_bin.40	29.63	0.03	Neural Network (Specific Model)	11	0.903	22424	310.5219858156028	725757	0.5	705	60	69963	None
ERR2641635_bin.41	78.38	0.17	Neural Network (Specific Model)	11	0.893	22482	336.5092807424594	1946453	0.43	1724	131	72235	None
ERR2641635_bin.42	76.79	2.66	Neural Network (Specific Model)	11	0.911	7695	302.17582897033157	2277321	0.38	2292	380	45697	None
ERR2641635_bin.43	13.09	0.02	Neural Network (Specific Model)	11	0.858	36313	295.0191489361702	483901	0.41	470	25	59685	None
ERR2641635_bin.45	83.25	0.23	Neural Network (Specific Model)	11	0.925	5505	308.17472698907955	1918476	0.37	1923	438	22478	None
ERR2641635_bin.46	59.96	0.18	Neural Network (Specific Model)	11	0.909	124151	364.46189279731993	2867737	0.44	2388	36	240482	None
ERR2641635_bin.49	82.18	0.86	Neural Network (Specific Model)	11	0.906	199811	382.41634491634494	3932740	0.41	3108	46	615599	None
ERR2641635_bin.5	45.8	0.06	Neural Network (Specific Model)	11	0.873	147299	392.04415584415585	1036015	0.6	770	9	409111	None
ERR2641635_bin.50	98.62	0.46	Gradient Boost (General Model)	11	0.9	51365	296.94939493949397	1795368	0.46	1818	46	139750	None
ERR2641635_bin.51	6.84	0.02	Neural Network (Specific Model)	11	0.86	9631	295.83093525179856	286666	0.36	278	37	34407	None
ERR2641635_bin.53	90.4	2.54	Gradient Boost (General Model)	11	0.898	22953	279.09724186704386	2630225	0.29	2828	221	72089	None
ERR2641635_bin.54	80.36	0.95	Neural Network (Specific Model)	11	0.875	27290	315.1840978593272	1765839	0.6	1635	96	72630	None
ERR2641635_bin.56	54.89	8.4	Neural Network (Specific Model)	11	0.867	2874	268.33595671421546	1884994	0.38	2033	675	11535	None
ERR2641635_bin.58	5.4	0.0	Neural Network (Specific Model)	11	0.917	48204	294.42857142857144	235576	0.48	245	5	100172	None
ERR2641635_bin.6	97.11	7.48	Neural Network (Specific Model)	11	0.901	45918	307.87974882260596	3260108	0.41	3185	132	132672	None
ERR2641635_bin.60	95.71	1.52	Gradient Boost (General Model)	11	0.895	51132	311.4024468770122	1618215	0.28	1553	55	140276	None
ERR2641635_bin.61	99.81	3.4	Neural Network (Specific Model)	11	0.852	63079	333.250501002004	2925271	0.37	2495	83	133744	None
ERR2641635_bin.62	87.38	9.09	Neural Network (Specific Model)	11	0.863	20628	314.8145488604433	3498944	0.42	3203	274	114554	None
ERR2641635_bin.63	5.38	0.0	Neural Network (Specific Model)	11	0.878	37092	305.1485148514852	210070	0.47	202	6	57470	None
ERR2641635_bin.64	12.98	0.01	Neural Network (Specific Model)	11	0.869	293039	339.6461038961039	360418	0.61	308	2	293039	None
ERR2641635_bin.7	48.61	0.1	Neural Network (Specific Model)	11	0.879	3973	263.9818181818182	1137727	0.6	1265	310	17398	None
ERR2641635_bin.8	90.92	5.43	Neural Network (Specific Model)	11	0.898	19576	307.20921305182344	2669542	0.37	2605	202	74507	None
ERR2641677_bin.1	84.89	0.01	Neural Network (Specific Model)	11	0.895	47763	346.735278791037	2225434	0.42	1919	72	286436	None
ERR2641677_bin.10	87.95	2.2	Neural Network (Specific Model)	11	0.908	9504	301.5220588235294	2164840	0.38	2176	324	35929	None
ERR2641677_bin.11	78.13	0.0	Neural Network (Specific Model)	11	0.894	162736	318.467731629393	1668767	0.46	1565	15	309190	None
ERR2641677_bin.12	12.09	0.01	Neural Network (Specific Model)	11	0.881	45263	317.05592105263156	327468	0.54	304	14	73426	None
ERR2641677_bin.13	93.03	1.21	Neural Network (Specific Model)	11	0.898	25274	296.7239610056439	1927808	0.34	1949	126	56407	None
ERR2641677_bin.14	95.3	1.1	Neural Network (Specific Model)	11	0.874	69509	341.9448071216617	1975838	0.6	1685	40	187497	None
ERR2641677_bin.15	39.82	0.02	Gradient Boost (General Model)	11	0.908	10161	308.12089077412514	958562	0.47	943	128	30464	None
ERR2641677_bin.17	89.57	48.0	Gradient Boost (General Model)	11	0.872	10560	283.4294593813241	6729350	0.41	6918	914	147318	None
ERR2641677_bin.18	71.33	6.4	Neural Network (Specific Model)	11	0.893	11960	340.7561090225564	2433316	0.44	2128	311	60426	None
ERR2641677_bin.19	99.73	6.71	Neural Network (Specific Model)	11	0.899	53187	361.76054254007397	4890699	0.42	4055	159	195108	None
ERR2641677_bin.2	29.84	17.53	Gradient Boost (General Model)	11	0.874	3026	231.28590269636578	5399853	0.35	6824	1840	26378	Low confidence prediction - substantial (32%) disagreement between completeness prediction models
ERR2641677_bin.20	93.51	1.18	Gradient Boost (General Model)	11	0.873	25946	300.49631578947367	1959147	0.59	1900	111	56610	None
ERR2641677_bin.22	100.0	0.17	Gradient Boost (General Model)	11	0.893	13424	286.13093289689033	1760021	0.49	1833	169	43596	None
ERR2641677_bin.23	16.34	1.34	Neural Network (Specific Model)	11	0.877	19694	259.46531483457846	829033	0.52	937	66	156765	None
ERR2641677_bin.24	10.88	0.1	Neural Network (Specific Model)	11	0.82	51667	234.29792147806003	370468	0.41	433	17	71847	None
ERR2641677_bin.25	23.84	0.01	Neural Network (Specific Model)	11	0.815	34834	304.0833333333333	482497	0.47	432	22	120735	None
ERR2641677_bin.26	100.0	0.16	Neural Network (Specific Model)	11	0.887	88595	349.27502175805046	2709916	0.56	2298	47	197313	None
ERR2641677_bin.27	62.11	0.74	Neural Network (Specific Model)	11	0.91	3805	306.40574809805577	2385534	0.44	2366	676	13184	None
ERR2641677_bin.30	62.95	6.87	Gradient Boost (General Model)	11	0.908	2455	250.69725306838106	1413766	0.63	1711	571	7865	None
ERR2641677_bin.32	80.41	1.35	Neural Network (Specific Model)	11	0.908	6632	343.61742574257426	2862390	0.39	2525	543	28322	None
ERR2641677_bin.36	89.97	1.05	Neural Network (Specific Model)	11	0.903	67777	319.5473924628854	2782505	0.44	2627	66	217242	None
ERR2641677_bin.37	18.94	3.65	Neural Network (Specific Model)	11	0.861	13082	259.02025316455695	1421355	0.37	1580	187	71693	None
ERR2641677_bin.38	5.01	0.04	Neural Network (Specific Model)	11	0.818	7966	218.04792332268372	249185	0.36	313	48	15639	None
ERR2641677_bin.39	100.0	1.14	Gradient Boost (General Model)	11	0.898	50068	337.1666666666667	2720978	0.44	2418	82	165917	None
ERR2641677_bin.4	20.03	0.01	Neural Network (Specific Model)	11	0.912	261839	325.50387596899225	413564	0.41	387	3	261839	None
ERR2641677_bin.41	76.4	5.54	Neural Network (Specific Model)	11	0.896	8123	301.07003444316877	2628356	0.44	2613	450	36381	None
ERR2641677_bin.43	9.56	0.27	Neural Network (Specific Model)	11	0.861	6736	243.78922716627633	361418	0.52	427	65	29289	None
ERR2641677_bin.45	52.09	0.1	Neural Network (Specific Model)	11	0.906	3713	278.4577530176416	991951	0.55	1077	292	10717	None
ERR2641677_bin.46	99.98	13.08	Neural Network (Specific Model)	11	0.907	47733	354.32922456297626	5221782	0.47	4462	193	154289	None
ERR2641677_bin.47	100.0	2.63	Neural Network (Specific Model)	11	0.876	171492	356.64433551198255	2238736	0.56	1836	27	370725	None
ERR2641677_bin.48	60.36	3.88	Neural Network (Specific Model)	11	0.942	3403	276.67392883079157	1211572	0.38	1377	385	11182	None
ERR2641677_bin.49	92.46	43.12	Neural Network (Specific Model)	11	0.896	4647	285.0322865988501	4306522	0.45	4522	1070	55248	None
ERR2641677_bin.5	99.2	0.08	Neural Network (Specific Model)	11	0.883	41160	331.9679001337494	2526730	0.36	2243	100	111658	None
ERR2641677_bin.50	86.69	3.29	Neural Network (Specific Model)	11	0.904	33553	362.695374800638	3767855	0.46	3135	178	152239	None
ERR2641677_bin.51	59.84	0.87	Gradient Boost (General Model)	11	0.908	7081	272.6822066822067	1157257	0.42	1287	209	27793	None
ERR2641677_bin.52	12.97	0.85	Neural Network (Specific Model)	11	0.827	50593	307.09963099630994	602458	0.39	542	21	83117	None
ERR2641677_bin.53	78.78	1.03	Gradient Boost (General Model)	11	0.89	14864	303.57466063348414	1806585	0.62	1768	161	52404	None
ERR2641677_bin.54	43.23	7.87	Gradient Boost (General Model)	11	0.896	2342	229.60562603419746	1391643	0.61	1813	611	5649	None
ERR2641677_bin.55	49.19	0.53	Neural Network (Specific Model)	11	0.932	2768	255.94728033472802	981805	0.36	1195	361	9896	None
ERR2641677_bin.56	8.98	0.02	Neural Network (Specific Model)	11	0.867	8992	284.1834862385321	321042	0.34	327	40	41833	None
ERR2641677_bin.57	13.85	0.0	Neural Network (Specific Model)	11	0.915	16186	316.4608150470219	330011	0.44	319	28	37858	None
ERR2641677_bin.58	7.23	0.02	Neural Network (Specific Model)	11	0.907	202109	258.39516129032256	211366	0.35	248	6	202109	None
ERR2641677_bin.59	61.79	12.87	Gradient Boost (General Model)	11	0.898	2786	252.95929648241207	1678745	0.6	1990	615	11505	None
ERR2641677_bin.6	89.34	42.56	Neural Network (Specific Model)	11	0.888	43929	321.4524397776405	3509329	0.42	3238	118	128228	None
ERR2641677_bin.60	99.97	1.27	Neural Network (Specific Model)	11	0.868	174395	322.84290798169803	2192284	0.55	1967	25	263095	None
ERR2641677_bin.64	79.51	10.06	Neural Network (Specific Model)	11	0.9	7202	293.3583646224447	2338571	0.42	2397	434	37247	None
ERR2641677_bin.65	77.61	1.05	Neural Network (Specific Model)	11	0.903	81483	355.09211069805866	2851878	0.46	2421	66	222974	None
ERR2641677_bin.67	45.99	0.38	Neural Network (Specific Model)	11	0.873	3974	278.7281831187411	1336842	0.5	1398	366	23463	None
ERR2641677_bin.69	5.51	0.0	Neural Network (Specific Model)	11	0.924	13058	384.90582959641256	278602	0.48	223	38	28222	None
ERR2641677_bin.71	85.11	0.02	Neural Network (Specific Model)	11	0.884	38622	326.5321782178218	2680846	0.49	2424	133	181600	None
ERR2641677_bin.73	92.05	1.85	Neural Network (Specific Model)	11	0.879	41087	342.92346089850247	2107921	0.6	1803	86	178282	None
ERR2641677_bin.75	54.56	3.78	Neural Network (Specific Model)	11	0.882	3388	260.0633903133903	1240310	0.62	1404	394	16458	None
ERR2641677_bin.8	100.0	1.33	Gradient Boost (General Model)	11	0.88	157570	316.77279673968417	2115851	0.41	1963	23	306547	None
ERR2641677_bin.9	4.45	0.01	Neural Network (Specific Model)	11	0.879	40169	252.42857142857142	240439	0.5	280	7	69716	None
ERR2641733_bin.1	7.53	0.0	Neural Network (Specific Model)	11	0.925	130906	386.3707865168539	222673	0.47	178	3	130906	None
ERR2641733_bin.12	73.78	11.58	Gradient Boost (General Model)	11	0.898	4346	271.47315315315313	2512503	0.59	2775	677	21104	None
ERR2641733_bin.14	52.57	0.01	Neural Network (Specific Model)	11	0.903	3091	295.1153519932146	1153425	0.49	1179	386	10680	None
ERR2641733_bin.2	95.08	0.28	Gradient Boost (General Model)	11	0.9	19833	321.4280753968254	2155900	0.55	2016	157	91019	None
ERR2641733_bin.20	6.98	0.0	Neural Network (Specific Model)	11	0.85	28243	242.54615384615386	221861	0.54	260	18	62085	None
ERR2641733_bin.21	94.42	0.27	Neural Network (Specific Model)	11	0.915	23377	327.71971066907776	2372298	0.38	2212	154	117026	None
ERR2641733_bin.23	7.49	0.0	Neural Network (Specific Model)	11	0.874	38922	311.004329004329	245965	0.49	231	13	76350	None
ERR2641733_bin.25	85.18	6.92	Neural Network (Specific Model)	11	0.911	59201	355.64936596874077	3968528	0.44	3391	111	154486	None
ERR2641733_bin.27	64.78	0.43	Neural Network (Specific Model)	11	0.878	4393	293.4778393351801	1445816	0.6	1444	376	22576	None
ERR2641733_bin.28	56.86	0.61	Neural Network (Specific Model)	11	0.891	109465	349.30421377183967	1142815	0.55	973	22	358118	None
ERR2641733_bin.29	8.15	0.0	Neural Network (Specific Model)	11	0.893	2333	249.90530303030303	221247	0.61	264	95	5772	None
ERR2641733_bin.3	86.04	0.2	Gradient Boost (General Model)	11	0.864	6750	291.73979280926267	1660308	0.45	1641	311	45473	None
ERR2641733_bin.30	30.31	0.0	Neural Network (Specific Model)	11	0.865	71947	380.2475442043222	671195	0.6	509	14	168072	None
ERR2641733_bin.31	4.91	0.03	Neural Network (Specific Model)	11	0.882	5651	240.00375939849624	216056	0.53	266	42	30437	None
ERR2641733_bin.32	6.04	0.0	Neural Network (Specific Model)	11	0.885	16752	315.93728222996515	306752	0.38	287	25	100823	None
ERR2641733_bin.33	7.1	0.0	Neural Network (Specific Model)	11	0.896	11461	222.6102564102564	289661	0.54	390	46	44998	None
ERR2641733_bin.35	85.83	4.3	Neural Network (Specific Model)	11	0.867	14193	299.8082271147161	3575026	0.42	3452	417	51406	None
ERR2641733_bin.36	33.34	0.74	Neural Network (Specific Model)	11	0.9	2722	254.51533742331287	828167	0.55	978	307	7682	None
ERR2641733_bin.37	97.98	0.75	Gradient Boost (General Model)	11	0.896	93627	337.9151420786298	2902920	0.44	2569	38	230466	None
ERR2641733_bin.38	50.57	6.64	Gradient Boost (General Model)	11	0.92	2913	252.79890975166566	1358554	0.61	1651	482	8097	None
ERR2641733_bin.39	88.63	47.58	Neural Network (Specific Model)	11	0.923	6406	340.667107001321	5862523	0.6	5299	1168	72291	None
ERR2641733_bin.4	20.5	1.94	Neural Network (Specific Model)	11	0.948	2104	286.56150793650795	456137	0.33	504	208	7515	None
ERR2641733_bin.40	86.11	2.26	Gradient Boost (General Model)	11	0.911	16464	312.65057332528664	1704033	0.61	1657	156	83487	None
ERR2641733_bin.41	13.38	0.0	Neural Network (Specific Model)	11	0.907	2562	243.72124756335282	413047	0.59	513	168	5819	None
ERR2641733_bin.42	80.21	2.93	Gradient Boost (General Model)	11	0.888	4067	273.6982392228294	1521602	0.61	1647	419	19681	None
ERR2641733_bin.44	38.84	0.0	Neural Network (Specific Model)	11	0.882	3008	266.8638589618022	924952	0.57	1021	321	9171	None
ERR2641733_bin.47	50.34	1.66	Neural Network (Specific Model)	11	0.886	3421	261.05792044661547	1264380	0.6	1433	405	13176	None
ERR2641733_bin.48	8.44	0.02	Neural Network (Specific Model)	11	0.938	2364	270.2918032786885	263066	0.46	305	111	6189	None
ERR2641733_bin.5	64.35	0.03	Neural Network (Specific Model)	11	0.867	13047	297.413357400722	1137494	0.47	1108	125	60493	None
ERR2641733_bin.50	97.02	17.77	Gradient Boost (General Model)	11	0.883	7142	275.5701029433087	6443376	0.39	6897	1291	44105	None
ERR2641733_bin.51	86.71	4.98	Gradient Boost (General Model)	11	0.87	29848	301.04822616407984	1870515	0.59	1804	103	110586	None
ERR2641733_bin.52	22.21	0.03	Neural Network (Specific Model)	11	0.928	2531	278.98010610079575	678692	0.43	754	273	6834	None
ERR2641733_bin.53	99.89	0.71	Neural Network (Specific Model)	11	0.874	138162	338.2031504617056	2135058	0.6	1841	29	211177	None
ERR2641733_bin.55	78.3	1.76	Neural Network (Specific Model)	11	0.905	6628	329.9147694103911	1870631	0.56	1713	338	37334	None
ERR2641733_bin.58	38.31	0.17	Neural Network (Specific Model)	11	0.883	74321	304.9842041312272	851517	0.39	823	20	135002	None
ERR2641733_bin.6	93.83	10.86	Neural Network (Specific Model)	11	0.879	30884	317.46070075757575	2287090	0.59	2112	106	108083	None
ERR2641733_bin.60	31.01	0.35	Neural Network (Specific Model)	11	0.844	15788	306.519578313253	722407	0.52	664	72	66254	None
ERR2641733_bin.61	92.4	1.14	Neural Network (Specific Model)	11	0.902	22709	363.63580761745897	4342242	0.42	3597	304	83729	None
ERR2641733_bin.62	13.45	0.01	Neural Network (Specific Model)	11	0.811	63656	301.83892617449663	332175	0.47	298	14	70018	None
ERR2641733_bin.64	5.65	0.02	Neural Network (Specific Model)	11	0.849	197276	260.03041825095056	241552	0.47	263	3	197276	None
ERR2641733_bin.65	74.1	7.54	Gradient Boost (General Model)	11	0.881	5313	272.2627358490566	1962229	0.58	2120	441	30199	None
ERR2641733_bin.7	45.17	0.11	Neural Network (Specific Model)	11	0.865	59347	373.3835978835979	977458	0.57	756	28	153187	None
ERR2641733_bin.70	99.93	0.44	Neural Network (Specific Model)	11	0.868	72978	326.1073362875431	2285927	0.55	2031	50	254698	None
ERR2641733_bin.71	83.19	0.15	Neural Network (Specific Model)	11	0.917	5579	351.9184925503944	2623537	0.44	2282	574	21710	None
ERR2641733_bin.72	75.56	1.06	Gradient Boost (General Model)	11	0.905	6190	287.473131562693	1540443	0.54	1619	290	32624	None
ERR2641733_bin.73	70.51	0.21	Neural Network (Specific Model)	11	0.9	14115	317.0062929061785	1844383	0.43	1748	182	38936	None
ERR2641733_bin.74	77.48	0.5	Gradient Boost (General Model)	11	0.886	58101	328.6221889055472	1482129	0.47	1334	48	209130	None
ERR2641733_bin.75	21.33	1.53	Neural Network (Specific Model)	11	0.895	2320	248.3425559947299	630739	0.59	759	267	7367	None
ERR2641733_bin.77	15.64	0.0	Neural Network (Specific Model)	11	0.879	94885	392.04247104247105	346361	0.6	259	6	95924	None
ERR2641733_bin.79	11.03	0.04	Neural Network (Specific Model)	11	0.867	15403	281.62015503875966	375925	0.4	387	47	64893	None
ERR2641733_bin.80	23.82	0.83	Neural Network (Specific Model)	11	0.877	2853	257.05719557195573	476006	0.57	542	173	6994	None
ERR2641733_bin.81	25.87	4.05	Neural Network (Specific Model)	11	0.859	7428	243.1638741315897	2071076	0.36	2447	409	32418	None
ERR2641733_bin.9	77.37	0.79	Neural Network (Specific Model)	11	0.898	24083	338.60625	2347379	0.48	2080	151	92907	None
SRR059458_bin.1	23.62	0.0	Neural Network (Specific Model)	11	0.871	107025	357.22049689440996	396042	0.42	322	3	194789	None
SRR059458_bin.10	80.99	35.06	Neural Network (Specific Model)	11	0.889	6417	326.56317093311316	2664672	0.53	2422	509	29373	None
SRR059458_bin.11	23.7	0.0	Neural Network (Specific Model)	11	0.878	239484	383.8910891089109	397371	0.4	303	2	239484	None
SRR059458_bin.13	33.9	13.76	Neural Network (Specific Model)	11	0.869	5368	294.5660847880299	1221867	0.52	1203	281	18685	None
SRR059458_bin.14	85.95	1.48	Gradient Boost (General Model)	11	0.913	22648	333.6475195822454	1675612	0.53	1532	116	62301	None
SRR059458_bin.18	25.15	1.62	Neural Network (Specific Model)	11	0.896	6072	325.05210420841684	542879	0.54	499	109	17048	None
SRR059458_bin.19	46.01	0.34	Neural Network (Specific Model)	11	0.877	213112	388.839530332681	679152	0.44	511	8	302362	None
SRR059458_bin.2	70.04	1.14	Neural Network (Specific Model)	11	0.899	4150	295.27735517846696	1681538	0.48	1709	469	13822	None
SRR059458_bin.20	42.13	0.06	Neural Network (Specific Model)	11	0.915	3023	286.5783439490446	736164	0.45	785	251	11158	None
SRR059458_bin.21	84.34	2.7	Neural Network (Specific Model)	11	0.914	4533	303.5502354788069	1267546	0.27	1274	321	23488	None
SRR059458_bin.22	86.25	1.84	Neural Network (Specific Model)	11	0.88	10972	334.8613485280152	1201021	0.43	1053	154	75817	None
SRR059458_bin.24	84.0	0.06	Neural Network (Specific Model)	11	0.882	47533	352.2298221614227	1750512	0.35	1462	64	107961	None
SRR059458_bin.25	8.22	0.07	Neural Network (Specific Model)	11	0.848	6108	276.29795918367347	239119	0.42	245	47	12847	None
SRR059458_bin.26	99.15	0.36	Neural Network (Specific Model)	11	0.892	96733	321.09970674486806	1470774	0.39	1364	35	200238	None
SRR059458_bin.27	46.5	0.95	Neural Network (Specific Model)	11	0.888	20734	307.7807570977918	658292	0.37	634	44	65253	None
SRR059458_bin.28	50.09	0.06	Neural Network (Specific Model)	11	0.921	11421	300.00191570881225	508823	0.33	522	63	30053	None
SRR059458_bin.29	33.21	1.73	Neural Network (Specific Model)	11	0.925	3816	300.50145772594755	667582	0.55	686	194	11534	None
SRR059458_bin.30	24.97	0.01	Neural Network (Specific Model)	11	0.922	75811	353.0126582278481	271946	0.39	237	8	83007	None
SRR059458_bin.33	83.1	4.66	Neural Network (Specific Model)	11	0.914	4150	277.5693215339233	1232527	0.32	1356	342	18046	None
SRR059458_bin.4	13.35	0.02	Neural Network (Specific Model)	11	0.884	2665	275.94354838709677	347935	0.47	372	128	7949	None
SRR059458_bin.5	31.68	0.13	Neural Network (Specific Model)	11	0.956	2826	299.7097902097902	805283	0.46	858	294	9027	None
SRR059458_bin.6	90.24	0.0	Neural Network (Specific Model)	11	0.902	67063	328.41811846689893	1563741	0.47	1435	39	123692	None
SRR059458_bin.7	86.26	1.04	Neural Network (Specific Model)	11	0.884	8231	321.7065963060686	2066064	0.39	1895	348	31987	None
SRR059458_bin.8	32.9	0.39	Neural Network (Specific Model)	11	0.89	16346	352.81799591002044	581022	0.39	489	46	64023	None
SRR059458_bin.9	55.96	0.55	Neural Network (Specific Model)	11	0.876	15137	355.978386167147	844896	0.43	694	87	33624	None
SRR059459_bin.10	81.93	50.15	Neural Network (Specific Model)	11	0.89	5923	325.06236559139785	3054836	0.53	2790	617	26127	None
SRR059459_bin.11	60.5	0.8	Neural Network (Specific Model)	11	0.875	18890	353.83756345177665	954661	0.42	788	91	70982	None
SRR059459_bin.12	13.93	0.01	Neural Network (Specific Model)	11	0.934	3838	305.1443298969072	284842	0.53	291	77	10611	None
SRR059459_bin.13	48.59	0.02	Neural Network (Specific Model)	11	0.921	10896	305.770325203252	488838	0.32	492	69	46220	None
SRR059459_bin.15	81.45	0.23	Neural Network (Specific Model)	11	0.88	37282	343.768253968254	1843471	0.35	1575	76	96312	None
SRR059459_bin.18	64.88	0.44	Gradient Boost (General Model)	11	0.908	99426	356.8258706467662	1183484	0.42	1005	32	145438	None
SRR059459_bin.19	21.51	0.58	Neural Network (Specific Model)	11	0.948	2149	263.59528907922913	388507	0.31	467	178	6434	None
SRR059459_bin.2	23.71	0.0	Neural Network (Specific Model)	11	0.878	239887	382.9703947368421	397774	0.4	304	2	239887	None
SRR059459_bin.20	20.55	0.0	Neural Network (Specific Model)	11	0.919	71465	393.3157894736842	268133	0.44	209	6	85136	None
SRR059459_bin.21	99.98	0.75	Neural Network (Specific Model)	11	0.909	48389	349.89580908032593	1980449	0.56	1718	60	103831	None
SRR059459_bin.22	77.95	2.33	Neural Network (Specific Model)	11	0.922	4382	287.98489140698774	990667	0.32	1059	257	13540	None
SRR059459_bin.24	37.47	0.03	Neural Network (Specific Model)	11	0.91	2894	275.6831955922865	658194	0.45	726	232	8475	None
SRR059459_bin.25	36.97	20.25	Neural Network (Specific Model)	11	0.872	4778	297.207507082153	1440716	0.52	1412	348	18060	None
SRR059459_bin.26	64.53	0.04	Neural Network (Specific Model)	11	0.866	148248	352.14194780394655	1913807	0.42	1571	23	446525	None
SRR059459_bin.27	87.95	0.0	Neural Network (Specific Model)	11	0.903	84941	330.4483007953724	1514914	0.46	1383	27	314266	None
SRR059459_bin.28	25.55	0.04	Neural Network (Specific Model)	11	0.893	14516	354.38422391857506	467292	0.38	393	44	29613	None
SRR059459_bin.3	72.99	0.02	Neural Network (Specific Model)	11	0.871	116618	373.9807135969142	1333711	0.46	1037	18	282628	None
SRR059459_bin.30	85.56	0.83	Neural Network (Specific Model)	11	0.917	4539	300.0209464701319	1263104	0.27	1289	325	19654	None
SRR059459_bin.5	80.3	2.97	Neural Network (Specific Model)	11	0.878	10672	319.6055226824458	2210788	0.46	2028	281	43499	None
SRR059459_bin.6	98.21	1.8	Gradient Boost (General Model)	11	0.911	29496	335.4012158054711	1811813	0.53	1645	94	78033	None
SRR059459_bin.7	16.64	0.0	Neural Network (Specific Model)	11	0.876	2792	267.774011299435	324371	0.48	354	120	6677	None
